title,namespace,id,revision_id,revision_parentid,revision_timestamp,is_redirect,redirect_title,categories,templates,text_length,text
桜野みねね,0,342,89976317,,2022-06-11T13:37:35Z,false,,"日本の漫画家,仙台市出身の人物,東京都出身の人物,1973年生,存命人物","存命人物の出典明記,漫画家,いつ範囲,脚注ヘルプ,reflist,normdaten,defaultsort",34,桜野 みねねは、日本の漫画家。女性。東京都生まれ、宮城県仙台市育ち。
高屋良樹,0,343,88354699,,2022-03-04T13:00:34Z,false,,"日本の漫画家,秋田県出身の人物,1960年生,存命人物","存命人物の出典明記,漫画家,normdaten,manga-artist-stub,defaultsort",207,高屋 良樹は日本の漫画家。秋田県出身、千葉県柏市在住。血液型はA型。旧ペンネームはちみもりを。「高屋良樹」もペンネームであり、本名ではない。ちみもりを名義で『レモンピープル』1983年1月号にて「明日なき世界・♂なき人類」でデビュー。『漫画ブリッコ』や『プチアップルパイ』などにも作品を発表していた。代表作である『強殖装甲ガイバー』の連載開始以降は、同作の執筆にほぼ専念しており、結果として寡作な作家になっている。
田中久仁彦,0,344,86627332,,2021-11-20T15:08:16Z,false,,"日本の漫画家,日本のイラストレーター,ゲームのグラフィッカー・原画家,川崎市出身の人物,日本ファルコムの人物,1970年生,存命人物","漫画家,reflist,normdaten,manga-artist-stub,defaultsort",33,田中 久仁彦は日本の漫画家、イラストレーター。神奈川県川崎市出身。
鶴田洋久,0,345,92214272,,2022-10-31T14:04:03Z,false,,"日本の漫画家,埼玉県出身の人物,1964年生,存命人物","normdaten,manga-artist-stub,defaultsort",95,鶴田 洋久は、日本の漫画家。埼玉県出身。東京デザイナー学院卒業。代表作はアニメ化もされた「なつきクライシス」。漫画家の円英智 は小学5年生から、萩原一至 は専門学校から、それぞれ親交を持つ。
冨樫,0,346,66688480,,2017-12-20T13:35:24Z,true,富樫,,,5,転送 富樫
内藤泰弘,0,347,92128238,,2022-10-26T02:17:47Z,false,,"日本の漫画家,法政大学出身の人物,横浜市出身の人物,1967年生,存命人物","pp-vandalism,漫画家,脚注ヘルプ,reflist,commonscat,manga-artist-stub,normdaten,defaultsort",63,内藤 泰弘は、日本の漫画家。神奈川県横浜市出身。法政大学社会学部卒業。トイトライブ主宰の一人。作品に『トライガン』などがある。
萩原一至,0,348,89671059,,2022-05-24T10:36:27Z,false,,"日本の漫画家,同人作家,東京都区部出身の人物,1963年生,存命人物","存命人物の出典明記,漫画家,独自研究,see_also,脚注ヘルプ,reflist,normdaten,manga-artist-stub,defaultsort",52,萩原 一至は、日本の漫画家、同人作家。血液型はO型。代表作は『BASTARD!! -暗黒の破壊神-』等。
舞井武依,0,349,91848625,,2022-10-08T01:10:06Z,false,,"日本の漫画家,存命人物","漫画家,normdaten,manga-artist-stub,defaultsort",36,舞井 武依は、日本の漫画家。代表作に『魔王の子供達』、『怪獣王女』など。
幻超二,0,350,90406441,,2022-07-09T08:56:36Z,false,,"日本の漫画家,岡山県出身の人物,1969年生,存命人物","reflist,normdaten,デフォルトソート",240,幻超二は、日本の漫画家。岡山県出身。代表作に『ゴルゴーン』、『辺境自警隊』などがある。陰影のはっきりした画風が特色。東京アニメーター学院時代に電光石火轟に学ぶ。1990年代からサルコイドーシスという難病に罹り、網膜剥離により片目はほぼ失明状態になって作品の発表はごく少なくなっている。同人誌活動が主体であるが、作品水準は極めて高いと評価される。2006年冬コミのペーパーでコミケ参加休止を宣言している。山本弘によるソードワールド小説『サーラの冒険』シリーズ本編では挿絵を担当した。
美衣暁,0,351,82044486,,2021-02-27T10:47:10Z,false,,"日本の漫画家,三重県出身の人物,1963年生,存命人物","漫画家,reflist,normdaten,manga-artist-stub,defaultsort",55,美衣 暁は、日本の男性漫画家。三重県津市出身。三重高田高校出身。主に成人向けのストーリー漫画など執筆していた。
三浦建太郎,0,352,91334728,,2022-09-06T07:00:02Z,false,,"日本の漫画家,日本大学出身の人物,千葉県出身の人物,本名非公開の人物,1966年生,2021年没","漫画家,reflist,manga-artist-stub,normdaten,デフォルトソート",66,三浦 建太郎は、日本の漫画家。千葉県出身、日本大学藝術学部美術学科卒。代表作はダーク・ファンタジー作品『ベルセルク』。本名は非公表｡
皆川亮二,0,353,92147702,,2022-10-27T10:42:52Z,false,,"皆川亮二,日本の漫画家,SF漫画家,東京都区部出身の人物,1964年生,存命人物","漫画家,脚注ヘルプ,normdaten,manga-artist-stub,defaultsort",23,皆川 亮二は、日本の漫画家。東京都墨田区出身。
吉冨昭仁,0,354,7856042,,2006-09-23T16:20:44Z,true,吉富昭仁,,,0,
現在のイベント,0,356,12796821,,2007-05-28T09:42:57Z,true,Portal:最近の出来事,,,0,
秋田県,0,364,92187790,,2022-10-30T01:22:16Z,false,,"日本の都道府県,秋田県","基礎情報_都道府県,日本の都道府県内自治体位置図,-,multicol,legend,multicol-end,人口統計,main,節スタブ,出典の明記,col-begin,col-break,see,col-end,特殊文字,see_also,multicol-break,also,脚注ヘルプ,reflist,ウィキポータルリンク,multimedia,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,秋田県の自治体,秋田県の郡,normdaten,デフォルトソート",29,秋田県は、日本の東北地方に位置する県。県庁所在地は秋田市。
石川県,0,366,92112827,,2022-10-24T23:24:02Z,false,,"日本の都道府県,石川県","redirect,otheruses,基礎情報_都道府県,main,日本の都道府県内自治体位置図,see_also,multicol,legend,multicol-break,multicol-end,人口統計,-,独自研究,更新,要出典範囲,main2,columns-start,column,columns-end,also,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,multimedia,commons&cat,wiktionary,wikiquote,wikinewscat,osm_box,wikivoyage,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,石川県の自治体,石川県の郡,大学コンソーシアム石川,normdaten,デフォルトソート",70,石川県は、日本の中部地方に位置する県。県庁所在地は金沢市。本州の中央部、日本海側の北陸地方に位置する。県域は令制国の加賀国と能登国に当たる。
愛媛県,0,371,91410829,,2022-09-11T06:39:25Z,false,,"日本の都道府県,愛媛県","otheruses,基礎情報_都道府県,photomontage,座標一覧,日本の都道府県内自治体位置図,multicol,legend,multicol-break,multicol-end,人口統計,see,特殊文字,clear,col,airport-dest-list,main,main2,see_also,表2列,脚注ヘルプ,reflist,ウィキポータルリンク,multimedia,commons&cat,wiktionary,wikiquote,wikinewscat,osm_box,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,愛媛県の自治体,愛媛県の郡,normdaten,デフォルトソート",64,愛媛県は、日本の四国地方に位置する県。県庁所在地・最大都市は松山市。都市規模は、今治市、新居浜市が続く。令制国の伊予国に当たる。
大分県,0,372,92059441,,2022-10-21T12:19:57Z,false,,"日本の都道府県,大分県","otheruses,基礎情報_都道府県,flag,日本の都道府県内自治体位置図,multicol,legend,multicol-break,multicol-end,人口統計,main,see_also,also,脚注ヘルプ,notelist2,reflist,ウィキポータルリンク,multimedia,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,大分県の自治体,大分県の郡,normdaten,デフォルトソート",120,大分県は、日本の九州地方に位置する県。県庁所在地は大分市。全国的に知名度が高い別府温泉や由布院温泉をはじめとする多くの温泉を有し、源泉数、湧出量ともに日本一であり 、「日本一のおんせん県おおいた」をキャッチフレーズに温泉をアピールしている。
岡山県,0,377,92202242,,2022-10-30T22:44:54Z,false,,"日本の都道府県,岡山県","otheruses,基礎情報_都道府県,座標一覧,日本の都道府県内自治体位置図,double_image_aside,main,see_also,multicol,legend,multicol-break,multicol-end,人口統計,see,col-begin,col-break,col-end,gallery,脚注ヘルプ,reflist,ウィキポータルリンク,multimedia,commons&cat,wiktionary,wikiquote,osm_box,wikivoyage,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,岡山県の自治体,岡山県の郡,normdaten,デフォルトソート",29,岡山県は、日本の中国地方に位置する県。県庁所在地は岡山市。
沖縄県,0,379,92182247,,2022-10-29T14:36:09Z,false,,"日本の都道府県,沖縄県","otheruses,redirect,基礎情報_都道府県,基礎自治体位置図,see_also,main,climate_chart,沖縄諸島,宮古諸島,八重山諸島,尖閣諸島,大東諸島,div_col,div_col_end,okinawa_island_labelled_map,okinawa_prefecture_labelled_map,multicol,legend,multicol-break,multicol-end,人口統計,col,要出典範囲,npov,単一の出典,also,脚注ヘルプ,notelist2,reflist,ウィキポータルリンク,multimedia,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,日本の地域,沖縄県の自治体,沖縄県の郡,normdaten,デフォルトソート",29,沖縄県は、日本の九州地方に位置する県。県庁所在地は那覇市。
香川県,0,381,92202245,,2022-10-30T22:45:04Z,false,,"日本の都道府県,香川県","基礎情報_都道府県,multiple_image,座標一覧,日本の都道府県内自治体位置図,multicol,multicol-break,multicol-end,see,legend,人口統計,main,col-begin,col-break,col-end,location_map_many,出典の明記,see_also,also,notelist,reflist,wikisource,multimedia,osm_box,sisterlinks,ウィキポータルリンク,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,香川県の自治体,香川県の郡,normdaten,デフォルトソート",176,香川県は、日本の四国地方に位置する県。県庁所在地は高松市。令制国の讃岐国に当たる。県名は旧讃岐国のほぼ中央に存在し、かつて高松が属していた古代以来の郡である香川郡から採られた。面積は47都道府県で一番小さく、1945年～1972年にかけてアメリカの統治下であった沖縄県を除くと最も遅く独立した県である。都市の利便性と豊かな自然が調和した生活環境を持つ。
岐阜県,0,387,92046434,,2022-10-20T13:01:52Z,false,,"日本の都道府県,岐阜県","pp-vandalism,otheruses,基礎情報_都道府県,日本の都道府県内自治体位置図,multicol,legend,multicol-break,multicol-end,人口統計,-,see_also,cite_web,col-begin,col-break,col-end,main,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,wikiquote,commons&cat,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,岐阜県の自治体,岐阜県の郡,normdaten,デフォルトソート",29,岐阜県は、日本の中部地方に位置する県。県庁所在地は岐阜市。
熊本県,0,391,92167408,,2022-10-28T17:01:50Z,false,,"日本の都道府県,熊本県","otheruses,出典の明記,基礎情報_都道府県,main2,日本の都道府県内自治体位置図,main,節スタブ,multicol,legend,multicol-break,multicol-end,人口統計,要出典範囲,see,also,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,multimedia,osm_box,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,熊本県の自治体,熊本県の郡,大学コンソーシアム熊本,normdaten,デフォルトソート",61,熊本県は、日本の九州地方に位置する県。県庁所在地は熊本市。令制国の肥後国に当たる。有明海、不知火海、東シナ海に面している。
高知県,0,395,91990932,,2022-10-16T17:27:35Z,false,,"日本の都道府県,高知県","otheruses,出典の明記,基礎情報_都道府県,photomontage,上陸台風が多い都道府県,座標一覧,see_also,日本の都道府県内自治体位置図,multicol,multicol-break,multicol-end,legend,人口統計,double_image_aside,main,anchors,vertical_images_list,also,脚注ヘルプ,reflist,ウィキポータルリンク,multimedia,osm_box,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,高知県の郡,高知県の自治体,normdaten,デフォルトソート",29,高知県は、日本の四国地方に位置する県。県庁所在地は高知市。
佐賀県,0,399,92170579,,2022-10-28T23:37:24Z,false,,"日本の都道府県,佐賀県","otheruses,基礎情報_都道府県,location_map+,日本の都道府県内自治体位置図,main,multicol,legend,multicol-break,multicol-end,人口統計,佐賀県/人口の推移,bar_box,bar_percent,bar_percent_2,col-begin,col-break,col-end,see_also,also,脚注ヘルプ,notelist2,reflist,ウィキポータルリンク,wiktionary,wikiquote,wikinewscat,commons&cat,osm_box,wikivoyage,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,佐賀県の自治体,佐賀県の郡,normdaten,デフォルトソート",220,佐賀県は、日本の九州地方に位置する県。県庁所在地は佐賀市。お茶や唐津・伊万里・有田などの古くからの陶磁器の産地として有名で、玄界灘と有明海の2つの海に接する。令制国の肥前国東部に相当する。明治の府県制成立の際、同国は佐賀県と長崎県の2県として分立した。九州地方の中では最も面積、経済規模が小さい県であり、人口は隣接する福岡県の2割以下であり、福岡市の半分程度に過ぎない。一方、人口密度は全国で16番目に高く、広島県の人口密度を上回っている。
滋賀県,0,401,92196343,,2022-10-30T12:00:41Z,false,,"日本の都道府県,滋賀県,高松宮記念杯競輪","半保護,otheruses,基礎情報_都道府県,main2,col,-,color,main,multicol,legend,multicol-break,multicol-end,人口統計,see_also,also,see,脚注ヘルプ,reflist,ウィキポータルリンク,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,滋賀県の自治体,滋賀県の郡,滋賀県の地域,normdaten,デフォルトソート",29,滋賀県は、日本の近畿地方に位置する県。県庁所在地は大津市。
静岡県,0,403,92185315,,2022-10-29T20:18:59Z,false,,"日本の都道府県,静岡県","otheruses,基礎情報_都道府県,座標一覧,flatlist,上陸台風が多い都道府県,日本の都道府県内自治体位置図,main,multicol,legend,multicol-break,multicol-end静岡県の人口は2007年12月の379万7,333人をピークに減り続け、2022年2月には人口が360万人を下回った<ref>cite_web,-,cite_book,col,静岡県の放送,see,see_also,div_col,div_col_end,col-begin,col-break,col-end,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,multimedia,sisterlinks,columns-list,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,静岡県の自治体,静岡県の郡,normdaten,デフォルトソート",29,静岡県は、日本の中部地方に位置する県。県庁所在地は静岡市。
島根県,0,405,91520280,,2022-09-18T08:30:17Z,false,,"島根県,日本の都道府県","otheruses,出典の明記,基礎情報_都道府県,multiple_image,座標一覧,日本の都道府県内自治体位置図,multicol,legend,multicol-break,multicol-end人口統計,main,鳥取県・島根県の放送,see,節スタブ,see_also,also,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,wiktionary,wikiquote,commons&cat,wikivoyage,osm_box,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,島根県の自治体,島根県の郡,normdaten,デフォルトソート",136,島根県は、日本の中国地方にある県。県庁所在地は松江市。本州西部に位置し、山陰地方の西側を占める。離島の隠岐諸島や竹島なども含む。旧令制国における出雲国・石見国・隠岐国の3国に相当する。現在でも県内の地域分類として出雲地方・石見地方・隠岐地方の3区分が用いられることがある。
徳島県,0,411,92259361,,2022-11-03T14:52:37Z,false,,"日本の都道府県,徳島県","otheruses,基礎情報_都道府県,photomontage,座標一覧,上陸台風が多い都道府県,col-begin,col-break,col-end,日本の都道府県内自治体位置図,see_also,multicol,legend,multicol-break,multicol-end,人口統計,main,also,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,multimedia,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,徳島県の自治体,徳島県の郡,normdaten,デフォルトソート",29,徳島県は、日本の四国地方に位置する県。県庁所在地は徳島市。
栃木県,0,413,92252618,,2022-11-03T07:00:08Z,false,,"日本の都道府県,栃木県","基礎情報_都道府県,日本の都道府県内自治体位置図,main,multicol,legend,multicol-break,multicol-end,人口統計,-,location_map+,vertical_images_list,ゴルフ場,see_also,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,commons&cat,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,栃木県の自治体,栃木県の郡,大学コンソーシアムとちぎ,normdaten,デフォルトソート",63,栃木県は、日本の関東地方に位置する県。県庁所在地は宇都宮市。県北部に日光国立公園があり、観光地・保養地の日光や那須が知られる。
鳥取県,0,415,92109043,,2022-10-24T14:25:29Z,false,,"日本の都道府県,鳥取県","otheruses,基礎情報_都道府県,multiple_image,座標一覧,日本の都道府県内自治体位置図,multicol,legend,multicol-break,multicol-end,人口統計,main,表2列,col,see,鳥取県・島根県の放送,see_also,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,multimedia,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,鳥取県の自治体,鳥取県の郡,normdaten,デフォルトソート",119,"鳥取県は、日本の中国地方にある県である。県庁所在地は鳥取市。日本海側にあり、山陰地方の東側を占める。面積は約3,507平方キロメートルと全国で7番目に小さく、人口は約55万人で最も少ない。基礎自治体は4市14町1村で、市の数も最も少ない。"
長崎県,0,419,91941264,,2022-10-13T12:14:02Z,false,,"日本の都道府県,長崎県","otheruses,基礎情報_都道府県,出典の明記,上陸台風が多い都道府県,日本の都道府県内自治体位置図,see_also,multicol,legend,multicol-break,multicol-end,人口統計,main,see,columns-list,also,脚注ヘルプ,notelist2,reflist,ウィキポータルリンク,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,長崎県の自治体,長崎県の郡,normdaten,デフォルトソート",124,長崎県は、日本の九州地方に位置する県。県庁所在地は長崎市。五島列島、壱岐島、対馬など数多くの島嶼を含み、47都道府県中最も島が多いことで知られる。また、多島であるうえにリアス式海岸を多く擁することから海岸線の長さは47都道府県中第2位となっている。
長野県,0,421,92150229,,2022-10-27T13:49:54Z,false,,"日本の都道府県,長野県","otheruses,基礎情報_都道府県,div_col,div_col_end,gallery,main2,col-begin,col-break,日本の都道府県内自治体位置図,col-end,location_map+,multicol,legend,multicol-break,multicol-end,人口統計,-,main,col,see_also,also,脚注ヘルプ,reflist,ウィキポータルリンク,commons&cat,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,長野県の自治体,長野県の郡,長野県の地域sdgs未来都市normdaten,デフォルトソート",115,長野県は、日本の中部地方に位置する県。県庁所在地は長野市。令制国名の信濃国にちなみ、信州とも呼ばれている。海に面していない内陸県であり、日本アルプスを始め大規模な山岳地があるため可住地面積率は低い。キャッチフレーズはしあわせ信州。
新潟県,0,424,92176231,,2022-10-29T07:44:16Z,false,,"日本の都道府県,新潟県","pp-vandalism,otheruses,基礎情報_都道府県,toc_limit,file_clip,col-begin,col-break,pie_chart,col-end,-,日本の都道府県内自治体位置図,観点s,正確性s,未検証,see_also,multicol,legend,multicol-break,multicol-end,人口統計,main2,main,see,gallery,表2列,脚注ヘルプ,notelist2,reflist,ウィキポータルリンク,multimedia,sisterlinks,osm_box,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,新潟県の自治体,新潟県の郡,normdaten,デフォルトソート",20,新潟県は、日本の県。県庁所在地は新潟市。
兵庫県,0,426,92232452,,2022-11-01T21:47:08Z,false,,"日本の都道府県,兵庫県","出典の明記,基礎情報_都道府県,after_float,座標一覧,ul,flexbox,climate_graph,flexbox_start,flexbox_end,日本の都道府県内自治体位置図,col-list,flex-item,legend,人口統計,gallery,see,main,main2,see_also,notelist,reflist,ウィキポータルリンク,multimedia,sisterlinks,osm_box,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,兵庫県の自治体,兵庫県の郡,normdaten,デフォルトソート",32,兵庫県は、日本の近畿地方の西端に位置する県。県庁所在地は神戸市。
広島県,0,428,91783765,,2022-10-05T05:30:04Z,false,,"日本の都道府県,広島県","基礎情報_都道府県,節スタブ,座標一覧,日本の都道府県内自治体位置図,see_also,multicol,legend,multicol-break,multicol-end,人口統計,main,see,vertical_images_list,脚注ヘルプ,reflist,ウィキポータルリンク,multimedia,wiktionary,wikinewscat,commons&cat,osm_box,wikivoyage,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,広島県の自治体,normdaten,デフォルトソート",29,広島県は、日本の中国地方に位置する県。県庁所在地は広島市。
福井県,0,432,92161194,,2022-10-28T10:04:09Z,false,,"日本の都道府県,福井県","otheruses,出典の明記,基礎情報_都道府県,div_colno_col_break,日本の都道府県内自治体位置図,div_col,anchors,multicol,legend,multicol-break,multicol-end,人口統計,-,main,div_col_end,col-begin,col-break,col-end,see_also,vertical_images_list,col,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,multimedia,wiktionary,commons&cat,wikivoyage,osm_box,wikinewscat,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,福井県の自治体,福井県の郡,normdaten,デフォルトソート",47,福井県は、日本の中部地方に位置する県。県庁所在地は福井市。北陸地方で最も人口が少ない県である。
福島県,0,434,91887150,,2022-10-10T02:47:47Z,false,,"日本の都道府県,福島県,日本の第三種鉄道事業者","otheruses,基礎情報_都道府県,日本の都道府県内自治体位置図,legend,multicol-break,multicol-end<br_/>,人口統計,main,右,multicol,multicol-end,gallery,節スタブ,see_also,also,脚注ヘルプ,reflist,ウィキポータルリンク,multimedia,commons&cat,wikiquote,wikisource,osm_box,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,福島県の自治体,福島県の郡,normdaten,デフォルトソート",29,福島県は、日本の東北地方に位置する県。県庁所在地は福島市。
北海道,0,436,92022940,,2022-10-19T01:03:38Z,false,,"北海道,日本の都道府県,日本の地域ブロック,日本の島,北海道の島","otheruses,出典の明記,基礎情報_都道府県,島,infobox,see_also,座標一覧,main,div_col,div_col_end,image_label,pie_chart,bar_percent,multicol,legend,multicol-break,multicol-end,人口統計,clear,更新,also,脚注ヘルプ,reflist,ウィキポータルリンク,multimedia,sisterlinks,columns-list,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,日本の地域,北海道の市と郡sdgs未来都市日本関連の項目,normdaten,デフォルトソート",146,北海道は、日本の北海道地方に位置する道。道庁所在地は札幌市。47都道府県中唯一の「道」である。ブランド総合研究所による「都道府県の魅力度ランキング」で2021年現在、13年連続で1位に選ばれ、観光意欲度、産品購入意欲度でも1位、居住意欲度でも3位となっており、各意欲の面で高い評価を得ている。
宮崎県,0,442,91742004,,2022-10-02T11:27:43Z,false,,"日本の都道府県,宮崎県","otheruses,基礎情報_都道府県,上陸台風が多い都道府県,日本の都道府県内自治体位置図,see_also,main,css_image_crop,multicol,legend,multicol-break,multicol-end,人口統計,col,出典の明記,複数の問題,also,要出典範囲,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,wikivoyage,commons&cat,wiktionary,wikiquote,wikinewscat,osm_box,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,宮崎県の自治体,宮崎県の郡,normdaten,デフォルトソート",29,宮崎県は、日本の九州地方に位置する県。県庁所在地は宮崎市。
山口県,0,446,92170608,,2022-10-28T23:40:36Z,false,,"日本の都道府県,山口県","otheruses,基礎情報_都道府県,photomontage,see_also,日本の都道府県内自治体位置図,main2,出典の明記,multicol,legend,multicol-break,multicol-end,人口統計,main,flagicon,div_col,div_col_end,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,multimedia,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,山口県の自治体,山口県の郡,normdaten,デフォルトソート",29,山口県は、日本の中国地方に位置する県。県庁所在地は山口市。
山梨県,0,448,92187846,,2022-10-30T01:25:51Z,false,,"日本の都道府県,山梨県","基礎情報_都道府県,col-begin,col-break,座標一覧,col-end,日本の都道府県内自治体位置図,seealso,vertical_images_list,underline,multicol,legend,multicol-break,multicol-end,人口統計,-,gallery,main,see_also,節スタブ,hidden_begin,hidden_end,脚注ヘルプ,notelist2,reflist,ウィキポータルリンク,multimedia,wiktionary,wikiquote,wikinewscat,wikivoyage,osm_box,div_col,div_col_end,commons&cat,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,山梨県の自治体,山梨県の郡,normdaten,デフォルトソート",62,山梨県は、日本の中部地方に位置する県。県庁所在地は甲府市。首都圏整備法における首都圏の一角を成す。令制国の甲斐国に相当する。
和歌山県,0,450,91608080,,2022-09-23T23:04:32Z,false,,"日本の第三種鉄道事業者,日本の都道府県,和歌山県","混同,otheruses,基礎情報_都道府県,上陸台風が多い都道府県,seealso,日本の都道府県内自治体位置図,multicol,legend,multicol-break,multicol-end,人口統計,see_also,main,see,also,div_col,div_col_end,脚注ヘルプ,notelist,reflist,ウィキポータルリンク,multimedia,sisterlinks,s-start,s-bef,s-ttl,s-aft,end,日本の都道府県,和歌山県の自治体,和歌山県の郡,normdaten,デフォルトソート",70,和歌山県は、日本の近畿地方に位置する県。県庁所在地は和歌山市。日本最大の半島である紀伊半島の南西側に位置し、県南部には大規模な山地を有する。
諸星大二郎,0,455,90796944,,2022-08-02T23:50:28Z,false,,"SF漫画家,地方公務員出身の人物,東京都区部出身の人物,長野県出身の人物,日本の漫画家,ホラーに関連する人物,諸星大二郎,1949年生,存命人物","漫画家,脚注ヘルプ,notelist2,reflist,normdaten,defaultsort",98,諸星 大二郎は、日本の漫画家。姓はもろぼしとも。別名に諸星義影がある。長野県北佐久郡軽井沢町生まれ、東京都足立区出身。1970年『COM』にてデビュー。代表作に『妖怪ハンター』『西遊妖猿伝』など。
必要とされている記事,0,456,2169223,,2004-04-16T16:59:03Z,true,Wikipedia:執筆依頼,,,0,
首都,0,462,92012363,,2022-10-18T07:21:40Z,false,,"都市,行政,首都","main,see,main2,節スタブ,脚注ヘルプ,reflist,wiktionary,commonscat,wikidata_property,columns-list,首都,都市,都市計画,normdaten,デフォルトソート",250,首都とは、一国の中心となる都市のことを指す。多くの場合にはその国の中央政府が所在し、国家元首等の国の最高指導者が拠点とする都市のことであるが例外もあり、場合によっては中央政府の所在とは別に、その国のシンボル的存在として認められている都市が法律上の首都とされることもある。首都の存在を一国の法律上の地位として規定する社会もあれば慣習上の存在とみなす社会もあり、また国政上「首都」という概念を重視しない国もある。首都は首府・国都・都などとも呼ばれ、また、帝制国家や王制国家の場合は帝都・王都等の称がある。
国の一覧 (大陸別),0,463,92169869,,2022-10-28T22:05:51Z,false,,"国の一覧,大陸別の国,国名","地域別主権国家及び属領の一覧,世界の地理,国の指標",0,
東京を舞台とした映画作品一覧,0,464,89850383,,2022-06-05T03:27:56Z,false,,"東京都を舞台とした映画作品,映画作品の一覧,各都道府県を舞台とした作品一覧","pathnav,デフォルトソート",52,東京を舞台とした映画作品一覧では、東京都を舞台にした映画作品を挙げる。実際の撮影場所が東京とは限らない。
東京を舞台にした漫画作品,0,465,44948818,,2012-11-10T15:50:28Z,true,東京を舞台とした漫画・アニメ作品一覧,,,0,
必要とされている画像,0,467,2169230,,2004-03-20T05:01:58Z,true,Wikipedia:画像提供依頼,,,0,
水縞とおる,0,471,92050539,,2022-10-20T22:42:55Z,false,,"日本の漫画家,大阪府出身の人物,1964年生,存命人物","漫画家,reflist,normdaten,manga-artist-stub,デフォルトソート",37,水縞 とおるは、日本の漫画家。大阪府出身。夫は声優、ナレーターの真地勇志。
恋人は守護霊!?,0,472,86872969,,2021-12-05T12:31:46Z,true,水縞とおる,"漫画作品 こ,月刊コミックNORA",defaultsort,8,転送 水縞とおる
封神演義,0,473,92179543,,2022-10-29T11:52:15Z,false,,"封神演義,中国の小説,16世紀の小説,明代の書籍,歴史小説,ファンタジー小説,道教,夏殷周,中国神話を題材にした作品,神話を題材とした小説,中国の歴史を題材とした小説","otheruses,特殊文字,中華圏の事物,portal,see_also,see,wikisourcelang,脚注ヘルプ,reflist,defaultsort",258,『封神演義』は、中国明代に成立した神怪小説。『商周演義』、『封神伝』、『封神榜』、『封神榜演義』ともいう。史実の殷周易姓革命を舞台に、仙人や道士、妖怪が人界と仙界を二分して大戦争を繰り広げるスケールの大きい作品である。文学作品としての評価は高くないが、中国大衆の宗教文化・民間信仰に大きな影響を与えたとされる。著者は一般に許仲琳とされることが多いが、定説はない。同様に歴史を題材にした『三国志演義』『隋唐演義』に比べても、残されている史実が少ないこともありフィクション部分が圧倒的に多く、幻想性も強い。__TOC__
